,name,details
1411,"株式会社　ＴＡＣ
代表者: 濵松　寛児","〒252-0232
相模原市中央区矢部４丁目９－６
TEL: 042-707-4402"
1412,"ティ・エイチ・ライフ　株式会社
代表者: 杉本　良二","〒243-0018
厚木市中町４丁目１番１３号ティエイチビル1F
TEL: 046-244-5886"
1413,"有限会社ティ・エスホーム
代表者: 下川床　守","〒213-0014
川崎市高津区新作４丁目１５－８
TEL: 044-863-0935"
1414,"有限会社ティ・エムホームサービス
代表者: 冨永　英敏","〒233-0005
横浜市港南区東芹が谷１０－１３
TEL: 045-825-3535"
1415,"株式会社ＴＫＹ企画
代表者: 辻　安國","〒245-0024
横浜市泉区和泉中央北１丁目３４－１９
TEL: 045-804-5396"
1416,"株式会社　ＴｗＹインベストメント
代表者: 吉田　佳弘","〒221-0835
横浜市神奈川区鶴屋町３丁目３０－１神奈川県農業機械会館２階２号
TEL: 045-595-9758"
1417,"ティム・ホーム
代表者: 金成　信之","〒242-0007
大和市中央林間５丁目１－３
TEL: 046-271-4220"
1418,"有限会社ティンバーテック
代表者: 丸茂　雄二","〒227-0036
横浜市青葉区奈良町２４２３－３５６
TEL: 045-960-3772"
1419,"株式会社テック
代表者: 横溝　隆雄","〒231-0023
横浜市中区山下町１１２番地
TEL: 045-664-5955"
1420,"株式会社　庭園建物
代表者: 井上　弘道","〒224-0012
横浜市都筑区牛久保２丁目２８－３０
TEL: 045-530-4323"
1421,"株式会社テイクトラスト
代表者: 大竹　敬介","〒220-0003
横浜市西区楠町２７－９横浜ウエストビル２Ｆ
TEL: 045-628-9308
HP: https://www.take-trust.co.jp/"
1422,"株式会社　テイクファイブ
代表者: 竹内　将太","〒254-0902
平塚市徳延６８番地１
TEL: 0463-43-5553"
1423,"テイケイホーム　株式会社
代表者: 桐田 藤夫","〒241-0821
横浜市旭区二俣川２丁目８－９
TEL: 045-360-2001"
1424,"株式会社　テイルウィンド
代表者: 古垣　直久","〒220-0072
横浜市西区浅間町４丁目349-3まつばらんど別館
TEL: 045-620-0248"
1425,"株式会社　テクノシステム
代表者: 生田　尚之","〒220-8119
横浜市西区みなとみらい２丁目２－１ランドマークタワー１９階
TEL: 045-319-4200"
1426,"テスタ　有限会社
代表者: 伊藤　正彦","〒224-0007
横浜市都筑区荏田南５丁目１－１８－２０１
TEL: 045-482-3332
HP: https://www.tessta.jp
Mail: info@tessta.jp"
1427,"株式会社　テトテ
代表者: 伊藤　光記","〒221-0824
横浜市神奈川区広台太田町２－４
TEL: 045-594-7477"
1428,"寺門不動産　株式会社
代表者: 寺門　和徳","〒245-0064
横浜市戸塚区影取町１２－３－３Ｆ
TEL: 045-719-4356"
1429,"株式会社テラコーポレーション
代表者: 坂本　桂子","〒254-0035
平塚市宮の前２－３桂エンタープライズビル１Ｆ
TEL: 0463-25-0120
HP: http://terracorp.co.jp
Mail: info@terracorp.o.jp"
1430,"有限会社暉コーポレーション
代表者: 黒坂　誠","〒259-1321
秦野市曲松１丁目３－１９ストリングハタ１Ｆ
TEL: 0463-89-5633"
1431,"株式会社　テンポジャパン
代表者: 磯部　英仁","〒231-0013
横浜市中区住吉町４丁目４５－１関内トーセイビルⅡ９F
TEL: 045-264-6355"
1432,"株式会社　店舗ステップ
代表者: 喜代門　みのる","〒252-0326
相模原市南区新戸１９３６－１長谷川荘１０２
TEL: 046-206-5254
Mail: kiyoto@minoru.name"
1433,"株式会社　ＤＲ
代表者: 浅野　尚高","〒231-0015
横浜市中区尾上町６丁目８７－１
TEL: 045-550-3332"
1434,"株式会社　ディークラウド
代表者: 小川　英明","〒226-0015
横浜市緑区三保町１８３３－１-101
TEL: 050-5318-9480"
1435,"株式会社ディースタイル
代表者: 大丸　重徳","〒231-0023
横浜市中区山下町２番地
TEL: 045-641-2266"
1436,"株式会社　ディープランニング
代表者: 三村　大介","〒251-0045
藤沢市辻堂東海岸３丁目４番２５～１
TEL: 0466-52-6125"
1437,"株式会社　ＤＥＡＲＳ
代表者: 林　燕芳","〒231-0031
横浜市中区万代町１丁目２－４横浜タナベビル５０１－Ｂ
TEL: 045-228-7780"
1438,"有限会社　ＤＨＩ
代表者: 西野　登仁雄","〒231-0003
横浜市中区北仲通５丁目５７－２ザ・タワー横浜北仲２４０５
TEL: 045-325-9942"
1439,"株式会社　ＤＩＳＣＯＶＥＲＲＥＡＬＴＹ
代表者: 島田　秀幸","〒230-0017
横浜市鶴見区東寺尾中台１８番１５－１
TEL: 050-1083-4893
Mail: info@di-re.jp"
1440,"有限会社　ディ・スペック
代表者: 熊澤　眞治","〒254-0016
平塚市東八幡１丁目２－２
TEL: 0463-79-8141"
1441,"株式会社　ディライトワークス
厚木支店
代表者: 横田　英樹","〒243-0032
厚木市恩名１丁目２０－２９シティハイツ栄１階１０１号室
TEL: 046-240-8508"
1442,"デックス　株式会社
代表者: 高山　裕司","〒224-0037
横浜市都筑区茅ケ崎南２丁目２３－１４
TEL: 045-523-6000"
1443,"デックスＨＤ　株式会社
代表者: 野尻　英樹","〒224-0037
横浜市都筑区茅ケ崎南２丁目２３－１４
TEL: 045-523-6001"
1444,"株式会社デーアイホーム
代表者: 内田　智子","〒240-0067
横浜市保土ケ谷区常盤台８０－４０
TEL: 045-331-1406"
1445,"株式会社デアルホーム
代表者: 原　壽輔","〒242-0021
大和市中央２丁目２－１５大和中央ハイツ
TEL: 046-200-2700"
1446,"株式会社デイネット
代表者: 武本　興昌","〒231-0013
横浜市中区住吉町１丁目１２－１ｂｅｌｌｅ横浜ビル５Ｆ
TEL: 045-680-1234"
1447,"株式会社　デクスター・トレード
代表者: 五十嵐　義徳","〒221-0843
横浜市神奈川区松ケ丘８２－９
TEL: 045-317-8880"
1448,"株式会社　デザイアホーム
代表者: 加藤　弥","〒231-0033
横浜市中区長者町５丁目４８－２
TEL: 045-315-5805"
1449,"株式会社デザインテクノス
代表者: 大里　義夫","〒220-0003
横浜市西区楠町１６－１
TEL: 045-313-7365"
1450,"株式会社　デフィハウスコンサルタント
代表者: 中川　義三","〒223-0065
横浜市港北区高田東３丁目２－３－２０９綱島ダイヤモンドパレス
TEL: 045-624-8033
HP: https://defi-house.com
Mail: nakagawa@defi-house.com"
1451,"株式会社　デリス建築研究所
代表者: 青木　俊実","〒220-8109
横浜市西区みなとみらい２丁目２－１横浜ランドマークタワー９Ｆ
TEL: 045-664-2001"
1452,"株式会社　田園エステート
代表者: 上田 孝史","〒222-0037
横浜市港北区大倉山２丁目１－１４久保田ビル２Ｆ
TEL: 045-543-7651"
1453,"株式会社　デント
代表者: 間宮　修一","〒216-0007
川崎市宮前区小台１丁目１７－３
TEL: 044-948-5016"
1454,"株式会社トゥークラフト
代表者: 山崎　邦彦","〒220-0073
横浜市西区岡野２丁目１－５
TEL: 045-322-6777"
1455,"ＴＯ不動産　株式会社
代表者: 小川　高広","〒252-0206
相模原市中央区淵野辺１丁目１－１０
TEL: 042-711-7213"
1456,"トゥルー　株式会社
代表者: 前田　正貴","〒231-0005
横浜市中区本町１丁目５－２-303
TEL: 045-373-4960"
1457,"有限会社　トゥルース
代表者: 諏訪　信忠","〒243-0419
海老名市大谷北２丁目２－６２
TEL: 046-292-2404
HP: https://www.zennichi.net/m/truth/#pg_top
Mail: truth@shore.ocn.ne.jp"
1458,"有限会社トップス
代表者: 木村　伸二","〒232-0004
横浜市南区前里町３丁目６７－２－１０１号
TEL: 045-264-1270"
1459,"ＴＯＰ２１ハウジングセンター
代表者: 落合　雅彦","〒252-0823
藤沢市菖蒲沢１２２５リーフヴィラ湘南台
TEL: 0466-49-3966"
1460,"株式会社トップライズ
代表者: 飯泉　勝也","〒231-0801
横浜市中区新山下１丁目５－１３ＴＲビル
TEL: 050-2018-0923"
1461,"有限会社トップライン
代表者: 阿部　文明","〒221-0864
横浜市神奈川区菅田町２６９
TEL: 045-517-9346"
1462,"トーエイ工業　株式会社
代表者: 古角　和宏","〒220-0004
横浜市西区北幸１丁目１１－１５横浜ＳＴビル１４階
TEL: 045-411-5191"
1463,"有限会社　トータル・エステートネット
代表者: 安原　義典","〒210-0005
川崎市川崎区東田町１０－３４丸福ビル１Ｆ
TEL: 044-221-0141"
1464,"有限会社トータルハウジング久野
代表者: 久野　新一","〒252-0246
相模原市中央区水郷田名２丁目１１－２６
TEL: 042-762-0096
HP: www.t-h-kuno.co.jp
Mail: info@t-h-kuno.co.jp"
1465,"株式会社トータルプランニング
武蔵小杉店
代表者: 南部　貞雄","〒211-0016
川崎市中原区市ノ坪６６－５-217
TEL: 044-738-3850"
1466,"株式会社トーヨーエステート
代表者: 井上　由美子","〒214-0035
川崎市多摩区長沢１丁目１６－１０トーヨービル１Ｆ
TEL: 044-975-0777"
1467,"トールパートナーズ　株式会社
代表者: 當　美智子","〒211-0025
川崎市中原区木月１丁目３５－６サムデイビル１階
TEL: 044-455-8556"
1468,"トールパートナーズ　株式会社
イオンハウジング関内店
代表者: 當　美智子","〒231-0023
横浜市中区山下町２２３番地ＩＮＵ関内ビル１階
TEL: 045-228-9963"
1469,"有限会社トイホームズ
代表者: 辻　智","〒231-0044
横浜市中区福富町東通２－９リプハピネスⅦ１階
TEL: 045-231-1011
HP: http://www.toyhomes.co.jp/
Mail: info@toyhomes.co.jp"
1470,"株式会社東栄興産
代表者: 笈川　善次","〒222-0032
横浜市港北区大豆戸町１２１２－３
TEL: 045-434-4577"
1471,"株式会社　東栄住宅
藤沢営業所
代表者: 佐藤　千尋","〒251-0053
藤沢市本町１丁目３－４１
TEL: 0466-28-0030"
1472,"株式会社　東栄住宅
日吉営業所
代表者: 佐藤　千尋","〒223-0061
横浜市港北区日吉３丁目４－４
TEL: 045-565-3090"
1473,"株式会社　東栄住宅
平塚営業所
代表者: 佐藤　千尋","〒254-0813
平塚市袖ケ浜１８－２６
TEL: 0463-25-1851"
1474,"株式会社　東栄住宅
相模原営業所
代表者: 佐藤　千尋","〒252-0311
相模原市南区東林間５丁目１８－１サンフィルトン１Ｆ
TEL: 042-701-4800"
1475,"株式会社　東栄住宅
茅ケ崎営業所
代表者: 佐藤　千尋","〒253-0042
茅ヶ崎市本村１丁目２－１３
TEL: 0467-55-1700"
1476,"株式会社　東栄住宅
横浜営業所
代表者: 佐藤　千尋","〒231-0013
横浜市中区住吉町６丁目６６－２日吉ビル1階
TEL: 045-222-6955"
1477,"株式会社　東栄住宅
港南台営業所
代表者: 佐藤　千尋","〒234-0054
横浜市港南区港南台８丁目３４－４ベルデ横浜１階
TEL: 045-836-2345"
1478,"株式会社　東栄住宅
二俣川営業所
代表者: 佐藤　千尋","〒241-0821
横浜市旭区二俣川１丁目７－３漆原ビル２階
TEL: 045-366-3678"
1479,"株式会社東栄ビルド
代表者: 佐藤　哲生","〒214-0014
川崎市多摩区登戸２６８４番地
TEL: 044-933-8341"
1480,"株式会社　東栄ランド
神奈川営業所
代表者: 黒澤　虎重","〒231-0027
横浜市中区扇町４丁目１１－４センチュリー横浜関内１０１号
TEL: 045-226-2626"
1481,"東旺ハウジング　株式会社
代表者: 井上　辰雄","〒238-0012
横須賀市安浦町３丁目５－９
TEL: 046-895-3788"
1482,"株式会社　東海セントラル
代表者: 岡田　榮一","〒234-0054
横浜市港南区港南台５丁目６－３７
TEL: 045-833-3049
HP: http://www.zennichi.net/m/toukai-central"
1483,"有限会社東京コンパス
代表者: 深野　秀雄","〒221-0052
横浜市神奈川区栄町３－１５クレストフォルム横浜ポートサイド２０４
TEL: 045-451-1971"
1484,"東京商事　株式会社
代表者: 中野　薰","〒213-0001
川崎市高津区溝口１丁目１－１５中興・８（５Ｆ）
TEL: 044-865-4578"
1485,"株式会社　東京都心ハウジング
横浜支店
代表者: 山口　広","〒220-0005
横浜市西区南幸２丁目１０－１５ライオンズマンション横浜西口703
TEL: 045-595-9660"
1486,"東京Ｌａｗｙｅｒｓ不動産
代表者: 永田　洋子","〒248-0006
鎌倉市小町１丁目6-7永田ビル2階
TEL: 0467-61-1123"
1487,"東建コーポレーション　株式会社
横浜店
代表者: 左右田　稔","〒224-0033
横浜市都筑区茅ケ崎東３丁目２２－４
TEL: 045-942-5100"
1488,"東建コーポレーション　株式会社
小田原店
代表者: 左右田　稔","〒250-0875
小田原市南鴨宮３丁目５－１５
TEL: 0465-46-1211"
1489,"東建コーポレーション　株式会社
湘南店
代表者: 左右田　稔","〒253-0084
茅ヶ崎市円蔵２４６９－１湘南アクシスⅡ１Ｆ
TEL: 0467-58-7100"
1490,"東建コーポレーション　株式会社
大和店
代表者: 左右田　稔","〒242-0028
大和市桜森２丁目１３－１
TEL: 046-200-1600"
1491,"東建コーポレーション　株式会社
ホームメイト茅ヶ崎駅前店
代表者: 左右田　稔","〒253-0043
茅ヶ崎市元町１９－３－２
TEL: 0467-84-1800"
1492,"東建コーポレーション　株式会社
伊勢原店
代表者: 左右田　稔","〒259-1131
伊勢原市伊勢原１丁目２１－１６
TEL: 0463-97-3660"
1493,"東建コーポレーション　株式会社
ホームメイト横浜駅西店
代表者: 左右田　稔","〒220-0005
横浜市西区南幸２丁目８－２０ＳＦＢｕｉｌｄｉｎｇ３階
TEL: 045-290-1500"
1494,"東建コーポレーション　株式会社
藤沢店
代表者: 左右田　稔","〒251-0871
藤沢市善行７丁目２番１２号小田急マルシェ善行Ⅱ
TEL: 0466-90-0700"
1495,"東建コーポレーション　株式会社
横浜南店
代表者: 左右田　稔","〒245-0013
横浜市泉区中田東３丁目２－１０エスタ泉１Ｆ
TEL: 045-806-0600"
1496,"東建コーポレーション　株式会社
横浜西店
代表者: 左右田　稔","〒226-0028
横浜市緑区いぶき野３１－１エアリー横浜１Ｆ
TEL: 045-989-5800"
1497,"東建コーポレーション　株式会社
川崎店
代表者: 左右田　稔","〒213-0032
川崎市高津区久地３丁目１６－６溝の口ガーデンアクアス１Ｆ
TEL: 044-820-8100"
1498,"東建コーポレーション　株式会社
平塚店
代表者: 左右田　稔","〒254-0055
平塚市上平塚１－５６
TEL: 0463-30-6670"
1499,"東建コーポレーション　株式会社
ホームメイト藤沢駅前店
代表者: 左右田　稔","〒251-0055
藤沢市南藤沢３－３中村ビルディング３階
TEL: 0466-28-1700"
1500,"東建コーポレーション　株式会社
ホームメイト戸塚駅前店
代表者: 左右田　稔","〒244-0003
横浜市戸塚区戸塚町１６－１戸塚西口共同ビル３階Ｂ３０１号
TEL: 045-860-2001"
1501,"株式会社　東昇
代表者: 内田　裕一郎","〒241-0001
横浜市旭区上白根町１０７３－２
TEL: 045-951-2458"
1502,"株式会社　東祥コーポレーション
代表者: 遠矢　修一","〒231-0033
横浜市中区長者町５丁目４９－１ラフィーヌ長者町４０１号
TEL: 045-315-6373"
